Order_Date,Ship_Date,Ship_Mode,Segment,City,State,Region,Category,Sub_Category,Product_Name,Sales
2016-10-12,2016-10-14,First Class,Home Office,New York City,New York,East,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",500.558
2016-10-12,2016-10-14,First Class,Home Office,New York City,New York,East,Technology,Phones,I Needs 3D Hello Kitty Hybrid Silicone Case Cover For Htc One X 4G With 3D Hello Kitty Stylus Pen Green/Pink,71.76
2016-10-12,2016-10-14,First Class,Home Office,New York City,New York,East,Office Supplies,Paper,Xerox 205,51.84
2016-10-12,2016-10-14,First Class,Home Office,New York City,New York,East,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",500.558
2016-10-12,2016-10-14,First Class,Home Office,New York City,New York,East,Office Supplies,Art,4009 Highlighters By Sanford,19.9
2016-10-31,2016-11-06,Standard Class,Corporate,Redlands,California,West,Office Supplies,Envelopes,Poly String Tie Envelopes,14.28
2015-03-21,2015-03-25,Standard Class,Consumer,Hamilton,Ohio,East,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.408
2015-03-21,2015-03-25,Standard Class,Consumer,Hamilton,Ohio,East,Office Supplies,Art,"Binney & Smith Inktank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",6.048
2018-11-06,2018-11-13,Standard Class,Home Office,Westfield,New Jersey,East,Office Supplies,Storage,Decoflex Hanging Personal Folder File,46.26
2018-07-06,2018-07-13,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,"Pressboard Covers With Storage Hooks, 9 1/2 X 11, Light Blue",2.946
2018-07-06,2018-07-13,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 X 4 Forms, 2 Or 4 Forms Per Page",16.056
2018-06-24,2018-06-29,Standard Class,Consumer,Akron,Ohio,East,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,21.744
2015-08-03,2015-08-05,First Class,Consumer,Denver,Colorado,West,Furniture,Tables,Boxoffice By Design Rectangular And Half-Moon Meeting Room Tables,218.75
2015-08-03,2015-08-05,First Class,Consumer,Denver,Colorado,West,Office Supplies,Appliances,"Bravo Ii Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts Per Pack",2.6
2018-12-17,2018-12-21,Second Class,Consumer,Dallas,Texas,Central,Office Supplies,Appliances,Eureka Sanitaire  Commercial Upright,66.284
2018-06-03,2018-06-07,Standard Class,Corporate,Franklin,Tennessee,South,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",35.168
2018-12-09,2018-12-14,Standard Class,Consumer,Whittier,California,West,Technology,Phones,Nortel Business Series Terminal T7208 Digital Phone,444.768
2018-12-01,2018-12-07,Standard Class,Consumer,Saginaw,Michigan,Central,Office Supplies,Storage,"Tennsco Lockers, Gray",83.92
2018-12-01,2018-12-07,Standard Class,Consumer,Saginaw,Michigan,Central,Technology,Phones,Panasonic Kx-Tg6844B Expandable Digital Cordless Telephone,131.98
2018-12-01,2018-12-07,Standard Class,Consumer,Saginaw,Michigan,Central,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",15.92
2018-12-01,2018-12-07,Standard Class,Consumer,Saginaw,Michigan,Central,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",52.29
2018-12-01,2018-12-07,Standard Class,Consumer,Saginaw,Michigan,Central,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34W X 5-1/4D X 20-1/2H",91.99
2016-02-09,2016-02-13,Second Class,Corporate,Dallas,Texas,Central,Technology,Accessories,Memorex Micro Travel Drive 8 Gb,20.8
2016-01-02,2016-01-09,Standard Class,Corporate,Medina,Ohio,East,Office Supplies,Labels,Avery 505,23.68
2016-01-02,2016-01-09,Standard Class,Corporate,Medina,Ohio,East,Furniture,Bookcases,Osullivan 2-Door Barrister Bookcase In Odessa Pine,452.45
2016-01-02,2016-01-09,Standard Class,Corporate,Medina,Ohio,East,Technology,Phones,Speck Products Candyshell Flip Case,62.982
2016-01-02,2016-01-09,Standard Class,Corporate,Medina,Ohio,East,Technology,Machines,Cisco 9971 Ip Video Phone Charcoal,500.558
2016-01-02,2016-01-09,Standard Class,Corporate,Medina,Ohio,East,Technology,Accessories,Sony Micro Vault Click 16 Gb Usb 2.0 Flash Drive,89.584
2017-10-28,2017-11-01,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Storage,"Personal Filing Tote With Lid, Black/Gray",93.06
2017-10-28,2017-11-01,Standard Class,Consumer,Los Angeles,California,West,Technology,Phones,Adtran 1202752G1,302.376
2016-12-24,2016-12-27,First Class,Consumer,Dublin,Ohio,East,Office Supplies,Fasteners,Oic Bulk Pack Metal Binder Clips,5.584
2016-12-24,2016-12-27,First Class,Consumer,Dublin,Ohio,East,Office Supplies,Paper,"While You Were Out Pads, 50 Per Pad, 4 X 5 1/4, Green Cycle",22.704
2016-12-24,2016-12-27,First Class,Consumer,Dublin,Ohio,East,Office Supplies,Binders,Ibico Standard Transparent Covers,19.776
2016-12-24,2016-12-27,First Class,Consumer,Dublin,Ohio,East,Furniture,Furnishings,Executive Impressions 14 Two-Color Numerals Wall Clock,72.704
2016-12-24,2016-12-27,First Class,Consumer,Dublin,Ohio,East,Technology,Machines,Swingline Sm12-08 Microcut Jam Free Shredder,479.988
2016-12-24,2016-12-27,First Class,Consumer,Dublin,Ohio,East,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,27.168
2016-08-09,2016-08-16,Standard Class,Corporate,Detroit,Michigan,Central,Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",2.2
2016-08-09,2016-08-16,Standard Class,Corporate,Detroit,Michigan,Central,Furniture,Tables,Bevis 36 X 72 Conference Tables,500.558
2016-08-09,2016-08-16,Standard Class,Corporate,Detroit,Michigan,Central,Office Supplies,Storage,Rogers Deluxe File Chest,21.98
2016-02-28,2016-03-04,Standard Class,Consumer,Columbia,Tennessee,South,Furniture,Chairs,Global Low Back Tilter Chair,161.568
2016-02-28,2016-03-04,Standard Class,Consumer,Columbia,Tennessee,South,Furniture,Chairs,"Global Push Button Managers Chair, Indigo",389.696
2015-09-13,2015-09-17,Standard Class,Corporate,Charlotte,North Carolina,South,Office Supplies,Binders,Gbc Instant Index System For Binding Systems,18.648
2018-04-07,2018-04-12,Standard Class,Home Office,Tampa,Florida,South,Furniture,Tables,Bush Advantage Collection Round Conference Table,233.86
2018-04-07,2018-04-12,Standard Class,Home Office,Tampa,Florida,South,Furniture,Tables,Bretford Rectangular Conference Table Tops,500.558
2018-04-07,2018-04-12,Standard Class,Home Office,Tampa,Florida,South,Office Supplies,Binders,Gbc Instant Index System For Binding Systems,5.328
2018-04-07,2018-04-12,Standard Class,Home Office,Tampa,Florida,South,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats For Low And Medium Pile Carpet, Computer, 39 X 49",258.072
2018-04-07,2018-04-12,Standard Class,Home Office,Tampa,Florida,South,Technology,Accessories,Logitech P710E Mobile Speakerphone,500.558
2018-11-12,2018-11-16,Standard Class,Corporate,Santa Clara,California,West,Office Supplies,Paper,Xerox 4200 Series Multiuse Premium Copy Paper (20Lb. And 84 Bright),10.56
2017-06-04,2017-06-09,Second Class,Consumer,Chicago,Illinois,Central,Office Supplies,Paper,Xerox 1957,25.92
2017-06-04,2017-06-09,Second Class,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp With Clamp-Mount Base,419.68
2017-06-04,2017-06-09,Second Class,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,Staple-Based Wall Hangings,11.688
2017-06-04,2017-06-09,Second Class,Consumer,Chicago,Illinois,Central,Technology,Phones,Puregear Roll-On Screen Protector,31.984
2017-06-04,2017-06-09,Second Class,Consumer,Chicago,Illinois,Central,Furniture,Tables,Ki Conference Tables,177.225
2017-06-04,2017-06-09,Second Class,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,Eldon 100 Class Desk Accessories,4.044
2017-06-04,2017-06-09,Second Class,Consumer,Chicago,Illinois,Central,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.408
2015-06-01,2015-06-06,Second Class,Home Office,Lakeville,Minnesota,Central,Furniture,Chairs,Global Deluxe High-Back Managers Chair,500.558
2015-06-01,2015-06-06,Second Class,Home Office,Lakeville,Minnesota,Central,Office Supplies,Storage,Safco Steel Mobile File Cart,166.72
2015-06-01,2015-06-06,Second Class,Home Office,Lakeville,Minnesota,Central,Office Supplies,Paper,"Adams Telephone Message Book W/Frequently-Called Numbers Space, 400 Messages Per Book",47.88
2015-06-01,2015-06-06,Second Class,Home Office,Lakeville,Minnesota,Central,Office Supplies,Appliances,Honeywell Enviracaire Portable Hepa Air Cleaner For 17 X 22 Room,500.558
2015-06-01,2015-06-06,Second Class,Home Office,Lakeville,Minnesota,Central,Office Supplies,Paper,Xerox 205,25.92
2017-12-10,2017-12-15,Second Class,Consumer,San Francisco,California,West,Furniture,Chairs,"Global Leather Highback Executive Chair With Pneumatic Height Adjustment, Black",321.568
2017-09-11,2017-09-17,Standard Class,Consumer,San Diego,California,West,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4 X 5 Forms Per Page",7.61
2017-09-11,2017-09-17,Standard Class,Consumer,San Diego,California,West,Technology,Accessories,Logitech P710E Mobile Speakerphone,500.558
2017-12-10,2017-12-13,First Class,Consumer,New York City,New York,East,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",80.58
2017-12-10,2017-12-13,First Class,Consumer,New York City,New York,East,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,361.92
2016-11-28,2016-12-04,Standard Class,Corporate,Chicago,Illinois,Central,Furniture,Furnishings,Eldon 100 Class Desk Accessories,12.132
2016-11-28,2016-12-04,Standard Class,Corporate,Chicago,Illinois,Central,Office Supplies,Storage,"Belkin 19 Vented Equipment Shelf, Black",82.368
2016-11-28,2016-12-04,Standard Class,Corporate,Chicago,Illinois,Central,Office Supplies,Storage,"Tenex Personal Project File With Scoop Front Design, Black",53.92
2016-11-28,2016-12-04,Standard Class,Corporate,Chicago,Illinois,Central,Technology,Phones,Logitech Mobile Speakerphone P710E - Speaker Phone,500.558
2018-12-01,2018-12-03,Second Class,Consumer,New York City,New York,East,Technology,Accessories,Sabrent 4-Port Usb 2.0 Hub,20.37
2018-12-01,2018-12-03,Second Class,Consumer,New York City,New York,East,Office Supplies,Storage,Safco Industrial Shelving,221.55
2018-12-01,2018-12-03,Second Class,Consumer,New York City,New York,East,Office Supplies,Binders,Acco 3-Hole Punch,17.52
2018-06-08,2018-06-12,Standard Class,Corporate,Pasadena,Texas,Central,Office Supplies,Appliances,Eureka Disposable Bags For Sanitaire Vibra Groomer I Upright Vac,1.624
2015-09-19,2015-09-21,Second Class,Corporate,Houston,Texas,Central,Technology,Machines,Lexmark Mx611Dhe Monochrome Laser Printer,500.558
2015-09-19,2015-09-21,Second Class,Corporate,Houston,Texas,Central,Technology,Machines,Xerox Workcentre 6505Dn Laser Multifunction Printer,500.558
2017-06-06,2017-06-13,Standard Class,Consumer,Chicago,Illinois,Central,Technology,Phones,Cisco Small Business Spa 502G Voip Phone,328.224
2016-11-10,2016-11-15,Standard Class,Consumer,Brentwood,California,West,Technology,Accessories,Microsoft Sculpt Comfort Mouse,79.9
2018-06-16,2018-06-20,Standard Class,Corporate,Chapel Hill,North Carolina,South,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",14.016
2017-01-22,2017-01-28,Standard Class,Consumer,Morristown,New Jersey,East,Office Supplies,Fasteners,Bagged Rubber Bands,7.56
2018-12-09,2018-12-13,Standard Class,Corporate,Cincinnati,Ohio,East,Office Supplies,Storage,Safco Commercial Shelving,37.208
2018-12-09,2018-12-13,Standard Class,Corporate,Cincinnati,Ohio,East,Office Supplies,Envelopes,"Recycled Interoffice Envelopes With String And Button Closure, 10 X 13",57.576
2018-12-28,2019-01-02,Second Class,Corporate,San Francisco,California,West,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,500.558
2016-07-30,2016-07-31,First Class,Consumer,San Francisco,California,West,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse For Web Scrolling,209.93
2016-07-30,2016-07-31,First Class,Consumer,San Francisco,California,West,Furniture,Furnishings,Regeneration Desk Collection,5.28
2016-07-30,2016-07-31,First Class,Consumer,San Francisco,California,West,Office Supplies,Binders,Presstex Flexible Ring Binders,10.92
2018-09-16,2018-09-17,First Class,Corporate,Inglewood,California,West,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6 X 9, Gregg Ruled",8.82
2018-09-16,2018-09-17,First Class,Corporate,Inglewood,California,West,Office Supplies,Art,Newell 330,5.98
2018-10-13,2018-10-17,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,"Post-It Important Message Note Pad, Neon Colors, 50 Sheets/Pad",11.648
2018-10-13,2018-10-17,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,"Adams Write N Stick Phone Message Book, 11 X 5 1/4, 200 Messages",18.176
2018-10-13,2018-10-17,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Storage,Eldon Simplefile Box Office,59.712
2018-10-13,2018-10-17,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Labels,Avery 489,24.84
2016-09-26,2016-09-28,Second Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,Round Ring Binders,2.08
2016-09-26,2016-09-28,Second Class,Consumer,Houston,Texas,Central,Technology,Phones,Bose Soundlink Bluetooth Speaker,500.558
2016-11-02,2016-11-06,Standard Class,Consumer,Los Angeles,California,West,Furniture,Tables,Bevis Round Bullnose 29 High Table Top,500.558
2016-09-26,2016-10-02,Standard Class,Consumer,Portland,Oregon,West,Office Supplies,Paper,Easy-Staple Paper,141.76
2016-09-26,2016-10-02,Standard Class,Consumer,Portland,Oregon,West,Technology,Accessories,Microsoft Arc Touch Mouse,239.8
2016-09-26,2016-10-02,Standard Class,Consumer,Portland,Oregon,West,Office Supplies,Paper,Xerox 216,31.104
2017-12-18,2017-12-20,Second Class,Corporate,Tamarac,Florida,South,Office Supplies,Binders,Gbc Velobinder Electric Binding Machine,254.058
2017-12-18,2017-12-20,Second Class,Corporate,Tamarac,Florida,South,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",194.528
2017-12-18,2017-12-20,Second Class,Corporate,Tamarac,Florida,South,Office Supplies,Supplies,Premier Automatic Letter Opener,500.558
2017-11-20,2017-11-24,Second Class,Home Office,Columbus,Ohio,East,Office Supplies,Fasteners,Advantus Slideclip Paper Clips,19.096
2017-11-20,2017-11-24,Second Class,Home Office,Columbus,Ohio,East,Office Supplies,Labels,Avery 512,18.496
2017-11-20,2017-11-24,Second Class,Home Office,Columbus,Ohio,East,Technology,Accessories,Logitech Wireless Gaming Headset G930,255.984
2017-11-20,2017-11-24,Second Class,Home Office,Columbus,Ohio,East,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",86.97
2015-12-26,2015-12-28,First Class,Corporate,Colorado Springs,Colorado,West,Furniture,Furnishings,Howard Miller 13 Diameter Goldtone Round Wall Clock,300.416
2015-12-26,2015-12-28,First Class,Corporate,Colorado Springs,Colorado,West,Furniture,Chairs,Global Deluxe Office Fabric Chairs,230.352
2015-12-26,2015-12-28,First Class,Corporate,Colorado Springs,Colorado,West,Furniture,Furnishings,Eldon Clustermat Chair Mat With Cordless Antistatic Protection,218.352
2015-12-26,2015-12-28,First Class,Corporate,Colorado Springs,Colorado,West,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,78.6
2015-12-26,2015-12-28,First Class,Corporate,Colorado Springs,Colorado,West,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips In Organizer Box, 800/Box",27.552
2017-10-28,2017-11-03,Standard Class,Corporate,Belleville,New Jersey,East,Office Supplies,Paper,Xerox 223,32.4
2017-10-28,2017-11-03,Standard Class,Corporate,Belleville,New Jersey,East,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24 Deep, Sand",500.558
2017-10-28,2017-11-03,Standard Class,Corporate,Belleville,New Jersey,East,Office Supplies,Paper,Xerox 1939,56.91
2017-10-28,2017-11-03,Standard Class,Corporate,Belleville,New Jersey,East,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb Per Pack, 60 Watts",77.6
2017-10-28,2017-11-03,Standard Class,Corporate,Belleville,New Jersey,East,Office Supplies,Binders,Avery Premier Heavy-Duty Binder With Round Locking Rings,14.28
2018-11-19,2018-11-23,Standard Class,Consumer,Chicago,Illinois,Central,Furniture,Tables,Bpi Conference Tables,219.075
2016-05-04,2016-05-09,Second Class,Corporate,New York City,New York,East,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb For Zoom-In Desk Lamp,26.8
2015-12-30,2016-01-04,Standard Class,Corporate,Taylor,Michigan,Central,Office Supplies,Art,Newell 350,9.84
2015-06-01,2015-06-06,Standard Class,Home Office,Lakewood,New Jersey,East,Office Supplies,Binders,"Gbc Clear Cover, 8-1/2 X 11, Unpunched, 25 Covers Per Pack",45.48
2015-06-01,2015-06-06,Standard Class,Home Office,Lakewood,New Jersey,East,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,289.2
2018-04-15,2018-04-17,First Class,Consumer,Arlington,Virginia,South,Office Supplies,Art,Faber Castell Col-Erase Pencils,4.89
2017-09-12,2017-09-14,Second Class,Corporate,Arvada,Colorado,West,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,15.136
2017-09-12,2017-09-14,Second Class,Corporate,Arvada,Colorado,West,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,466.768
2017-09-12,2017-09-14,Second Class,Corporate,Arvada,Colorado,West,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",15.232
2017-09-12,2017-09-14,Second Class,Corporate,Arvada,Colorado,West,Office Supplies,Labels,Avery 509,6.264
2015-09-27,2015-10-03,Standard Class,Corporate,Hackensack,New Jersey,East,Furniture,Furnishings,"Deflect-O Supertray Unbreakable Stackable Tray, Letter, Black",87.54
2015-08-09,2015-08-16,Standard Class,Corporate,Saint Petersburg,Florida,South,Technology,Phones,At&T 1070 Corded Phone,178.384
2015-08-09,2015-08-16,Standard Class,Corporate,Saint Petersburg,Florida,South,Office Supplies,Paper,Xerox 21,15.552
2015-12-28,2015-12-30,First Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",99.136
2015-11-04,2015-11-09,Standard Class,Home Office,New York City,New York,East,Furniture,Chairs,Dmi Arturo Collection Mission-Style Design Wood Chair,135.882
